Frequency(Hz),Value Type:,RLGC1[1 1] - (Line_1_3:Line_1_3),RLGC1[1 2] - (Line_1_3:Line_2_4),RLGC1[2 2] - (Line_2_4:Line_2_4)
6.13333e+09,Capacitance,2.58558e-12,-3.47901e-13,2.58558e-12
6.20667e+09,Resistance,1.45258,0.0420483,1.45258
6.20667e+09,Inductance,6.27777e-09,8.41558e-10,6.27777e-09
6.20667e+09,Conductance,0.00213848,-0.000300017,0.00213848
6.20667e+09,Capacitance,2.58558e-12,-3.47903e-13,2.58558e-12
6.28e+09,Resistance,1.46123,0.0430078,1.46123
6.28e+09,Inductance,6.27758e-09,8.41548e-10,6.27758e-09
6.28e+09,Conductance,0.00216309,-0.000303691,0.00216309
6.28e+09,Capacitance,2.58557e-12,-3.47901e-13,2.58557e-12
6.35333e+09,Resistance,1.46962,0.0426202,1.46962
6.35333e+09,Inductance,6.27742e-09,8.41548e-10,6.27742e-09
6.35333e+09,Conductance,0.00218762,-0.000306811,0.00218762
6.35333e+09,Capacitance,2.58558e-12,-3.47903e-13,2.58558e-12
6.42667e+09,Resistance,1.47814,0.0433643,1.47814
6.42667e+09,Inductance,6.27725e-09,8.41541e-10,6.27725e-09
6.42667e+09,Conductance,0.00221221,-0.000310396,0.00221221
6.42667e+09,Capacitance,2.58558e-12,-3.47902e-13,2.58558e-12
6.5e+09,Resistance,1.48654,0.0433924,1.48654
6.5e+09,Inductance,6.27707e-09,8.41533e-10,6.27707e-09
6.5e+09,Conductance,0.00223674,-0.000313681,0.00223674
6.5e+09,Capacitance,2.58557e-12,-3.47901e-13,2.58557e-12
6.57333e+09,Resistance,1.49494,0.0435436,1.49494
6.57333e+09,Inductance,6.27691e-09,8.41529e-10,6.27691e-09
6.57333e+09,Conductance,0.00226127,-0.000317013,0.00226127
6.57333e+09,Capacitance,2.58558e-12,-3.47901e-13,2.58558e-12
6.64667e+09,Resistance,1.50327,0.0438184,1.50327
6.64667e+09,Inductance,6.27676e-09,8.41531e-10,6.27676e-09
6.64667e+09,Conductance,0.00228581,-0.000320402,0.00228581
6.64667e+09,Capacitance,2.58558e-12,-3.47904e-13,2.58558e-12
6.72e+09,Resistance,1.51152,0.0441231,1.51152
6.72e+09,Inductance,6.2766e-09,8.41525e-10,6.2766e-09
